id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	True	False	True	curated	False	0.34189	0.0	1.22857	0.0	0.0	0.31652	3.75202	0.0	4.6387	0.0	0.0	3.72665	0.23226	0.0	1.11894	0.0	0.0	0.20689	0.1136	0.0	1.00029	0.0	0.0	0.08824	0.12876	0.0	1.01544	0.0	0.0	0.10339	0.40183	0.0	1.28851	0.0	0.0	0.37646
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	FGF1	FGFR3	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.11606	0.0	1.00274	0.0	0.0	0.0907	5.50825	0.0	6.39493	0.0	0.0	5.48288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52047	0.0	1.40715	0.0	0.0	0.49511	0.40889	0.0	1.29557	0.0	0.0	0.38353
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	FGF17	FGFR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07638	0.0	0.96306	0.0	0.0	0.05102
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	FGF18	FGFR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	1.16741	0.0	2.05409	0.0	0.0	1.14204	0.28165	0.0	1.16833	0.0	0.0	0.25628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13706	0.0	1.02374	0.0	0.0	0.11169
CPI-SS013E86AFF	FGF4_FGFR3	simple:P08620	simple:P22607	FGF4	FGFR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07469	0.0	0.96138	0.0	0.0	0.04933
CPI-SS0F9EE20C3	FGF6_FGFR3	simple:P10767	simple:P22607	FGF6	FGFR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26149	0.0	1.14818	0.0	0.0	0.23613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C2A73A10	FGF3_FGFR3	simple:P11487	simple:P22607	FGF3	FGFR3	True	False	True	I2D	False	0.13394	0.0	1.02063	0.0	0.0	0.10858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21636	0.0	1.10304	0.0	0.0	0.191
CPI-SS076D8A297	FGF5_FGFR3	simple:P12034	simple:P22607	FGF5	FGFR3	True	False	True	I2D	False	13.96271	0.0	14.8494	0.0	0.0	13.93735	27.90199	0.0	28.78867	0.0	0.0	27.87663	7.86075	0.0	8.74743	0.0	0.0	7.83538	3.88774	0.0	4.77442	0.0	0.0	3.86238	11.44321	0.0	12.32989	0.0	0.0	11.41785	13.17451	0.0	14.06119	0.0	0.0	13.14915
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	FGF7	FGFR3	True	False	True	I2D	False	0.2385	0.0	1.12518	0.0	0.0	0.21313	105.33729	0.0	106.22397	0.0	0.0	105.31192	0.0	0.0	0.0	0.0	0.0	0.0	0.25317	0.0	1.13985	0.0	0.0	0.2278	0.27452	0.0	1.16121	0.0	0.0	0.24916	0.42746	0.0	1.31414	0.0	0.0	0.40209
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	FGFR2	FGFR3	True	True	True	IMEx,InnateDB-All	False	3.44937	0.0	4.33605	0.0	0.0	3.42401	2.7655	0.0	3.65219	0.0	0.0	2.74014	2.59281	0.0	3.47949	0.0	0.0	2.56744	1.61634	0.0	2.50302	0.0	0.0	1.59097	2.18616	0.0	3.07284	0.0	0.0	2.1608	3.86178	0.0	4.74846	0.0	0.0	3.83641
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	FGF2	FGFRL1	True	False	True	I2D	False	0.552	3.24856	1.53505	0.28622	0.0	1.39862	3.96213	6.65869	4.94518	3.69635	0.0	4.80875	0.44237	3.13893	1.42542	0.17659	0.0	1.28899	0.32371	3.02028	1.30677	0.05794	0.0	1.17034	0.33887	3.03543	1.32192	0.07309	0.0	1.18549	0.61194	3.3085	1.59499	0.34616	0.0	1.45856
CPI-SS04297753E	SPP1_CCR8	simple:P10451	simple:P51685	SPP1	CCR8	True	False	True	IMEx,MINT	False	4.15904	0.0	4.0065	4.00657	0.0	17.70664	4.33115	0.0	4.17861	4.17868	0.0	17.87875	25.31949	0.0	25.16695	25.16702	0.0	38.86709	3084.62899	0.0	3084.47645	3084.47652	0.0	3098.17659	9.59531	0.0	9.44277	9.44284	0.0	23.14291	5.78869	0.0	5.63614	5.63622	0.0	19.33629
CPI-SS0ADC886E5	CCL4_CCR8	simple:P13236	simple:P51685	CCL4	CCR8	True	False	True	I2D	False	21.19284	0.0	21.0403	21.04037	0.0	34.74044	0.97068	0.0	0.81813	0.81821	0.0	14.51828	0.93055	0.0	0.77801	0.77808	0.0	14.47815	520.36097	0.0	520.20843	520.2085	0.0	533.90857	2719.48442	0.0	2719.33188	2719.33195	0.0	2733.03202	1049.78249	0.0	1049.62995	1049.63002	0.0	1063.33009
CPI-SS03A875239	CCL16_CCR8	simple:O15467	simple:P51685	CCL16	CCR8	True	False	True	I2D	False	8.80125	0.0	8.64871	8.64878	0.0	22.34885	4.85668	0.0	4.70414	4.70422	0.0	18.40428	11.01665	0.0	10.86411	10.86418	0.0	24.56425	4.34202	0.0	4.18947	4.18955	0.0	17.88962	7.12433	0.0	6.97179	6.97186	0.0	20.67193	7.9778	0.0	7.82526	7.82533	0.0	21.5254
CPI-SS0B784A03E	CCL1_CCR8	simple:P22362	simple:P51685	CCL1	CCR8	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37166	0.0	0.21911	0.21919	0.0	13.91926
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	28.62644	8.93724	6.15184	43.9329	116.63322	97.51805	28.79855	9.10934	6.32394	44.10501	116.80532	97.69016	49.78689	30.09768	27.31228	65.09335	137.79367	118.6785	3109.09639	3089.40718	3086.62178	3124.40285	3197.10317	3177.988	34.06271	14.3735	11.5881	49.36917	122.06948	102.95432	30.25608	10.56688	7.78148	45.56255	118.26286	99.1477
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	FGF1	TGFBR3	True	False	True	InnateDB-All	False	0.67864	24.09255	27.87969	0.19877	19.43675	4.47798	6.07082	29.48474	33.27188	5.59095	24.82894	9.87017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08305	24.49696	28.2841	0.60318	19.84116	4.88239	0.97147	24.38538	28.17252	0.4916	19.72958	4.77081
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	2.78334	26.19726	29.9844	2.30348	21.54146	6.58269	3.47208	26.88599	30.67313	2.99221	22.23019	7.27142	3.26277	26.67669	30.46383	2.78291	22.02089	7.06212	3.33937	26.75329	30.54043	2.8595	22.09749	7.13872	6.69553	30.10944	33.89658	6.21566	25.45364	10.49487	3.67408	27.088	30.87514	3.19422	22.4322	7.47343
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	INHA	TGFBR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66699	24.0809	27.86804	0.18712	19.4251	4.46633
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	2.62031	26.03422	29.82136	2.14044	21.37842	6.41965	48.89466	72.30857	76.09571	48.41479	67.65277	52.694	4.19783	27.61174	31.39888	3.71796	22.95594	7.99717	0.74503	24.15894	27.94608	0.26516	19.50314	4.54437	1.62303	25.03694	28.82408	1.14316	20.38114	5.42237	1.60059	25.01451	28.80165	1.12073	20.35871	5.39994
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	0.92705	24.34097	28.12811	0.44718	19.68516	4.72639	3.04177	26.45569	30.24283	2.5619	21.79988	6.84111	8.20465	31.61856	35.4057	7.72478	26.96276	12.00399	0.96705	24.38097	28.16811	0.48718	19.72517	4.7664	0.0	0.0	0.0	0.0	0.0	0.0	0.7356	24.14951	27.93665	0.25573	19.49371	4.53494
CPI-SS000568A0E	FCER2_CR2	simple:P06734	simple:P20023	FCER2	CR2	True	True	True	curated	False	270.09096	175.51512	0.0	174.24169	0.0	174.53188	101.36837	6.79252	0.0	5.5191	0.0	5.80928	95.92727	1.35142	0.0	0.078	0.0	0.36818	103.77833	9.20248	0.0	7.92906	0.0	8.21924	95.93748	1.36164	0.0	0.08821	0.0	0.37839	96.92135	2.34551	0.0	1.07209	0.0	1.36227
CPI-SS027556893	IFNA1_CR2	simple:P01562	simple:P20023	IFNA1	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.91813	1.34228	0.0	0.06886	0.0	0.35904
CPI-SS027556893	IFNA13_CR2	simple:P01562	simple:P20023	IFNA13	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.49888	1.92304	0.0	0.64962	0.0	0.9398
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	0.53943	0.45061	2.76937	0.63359	0.0	0.64616	0.45061	0.36179	2.68056	0.54477	0.0	0.55734	2.76937	2.68056	4.99932	2.86353	0.0	2.8761	0.63359	0.54477	2.86353	0.72775	0.0	0.74032	0.0	0.0	0.0	0.0	0.0	0.0	0.64616	0.55734	2.8761	0.74032	0.0	0.75289
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	12.83465	52.65801	26.10933	7.84992	11.65916	8.25684	19.54103	59.36439	32.81571	14.5563	18.36554	14.96322	49.22022	89.04358	62.49489	44.23548	48.04472	44.6424	8.08945	47.91281	21.36413	3.10472	6.91396	3.51164	11.84582	51.66918	25.12049	6.86108	10.67032	7.268	11.53522	51.35858	24.8099	6.55049	10.35973	6.95741
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	9.97986	49.80322	23.25454	4.99513	8.80437	5.40205	49.80322	89.62658	63.0779	44.81849	48.62773	45.22541	23.25454	63.0779	36.52922	18.26981	22.07905	18.67673	4.99513	44.81849	18.26981	0.0104	3.81964	0.41732	8.80437	48.62773	22.07905	3.81964	7.62888	4.22656	5.40205	45.22541	18.67673	0.41732	4.22656	0.82424
CPI-SS0D41E15AC	FFAR2_BMP10	simple:O15552	simple:O95393	FFAR2	BMP10	True	True	False	IMEx,IntAct	False	6.26128	6.45468	0.0	0.0	0.0	6.17393	3.36259	3.55598	0.0	0.0	0.0	3.27524	6.82159	7.01499	0.0	0.0	0.0	6.73425	13.81003	14.00342	0.0	0.0	0.0	13.72268	5.821	6.01439	0.0	0.0	0.0	5.73365	6.09071	6.2841	0.0	0.0	0.0	6.00336
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	25.23231	31.30768	21.17086	10.92023	29.13073	32.89425	22.33362	28.40899	18.27217	8.02154	26.23204	29.99556	25.79262	31.86799	21.73118	11.48054	29.69104	33.45457	32.78106	38.85643	28.71961	18.46898	36.67948	40.443	24.79203	30.86739	20.73058	10.47995	28.69044	32.45397	25.06174	31.13711	21.00029	10.74966	28.96016	32.72368
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	1052.82902	1058.90439	1048.76757	1038.51694	1056.72744	1060.49096	451.89133	457.9667	447.82988	437.57925	455.78975	459.55327	1441.03456	1447.10993	1436.97311	1426.72248	1444.93298	1448.6965	2063.0706	2069.14597	2059.00916	2048.75852	2066.96902	2070.73255	2267.55577	2273.63113	2263.49432	2253.24369	2271.45418	2275.21771	1933.70156	1939.77692	1929.64011	1919.38947	1937.59997	1941.3635
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	20.17315	26.24851	16.1117	5.86106	24.07156	27.83509	23.08088	29.15625	19.01943	8.7688	26.9793	30.74282	29.1629	35.23827	25.10146	14.85082	33.06132	36.82485	25.27762	31.35299	21.21618	10.96554	29.17604	32.93957	20.92411	26.99948	16.86267	6.61203	24.82253	28.58605	22.00107	28.07643	17.93962	7.68898	25.89948	29.66301
CPI-SS02904BE32	GLRA2_FAM3C	simple:P23416	simple:Q92520	GLRA2	FAM3C	True	True	False	InnateDB-All	False	19.21935	25.29471	15.1579	4.90727	23.11776	26.88129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.16805	25.24342	15.1066	4.85597	23.06647	26.82999	0.0	0.0	0.0	0.0	0.0	0.0	19.19141	25.26678	15.12997	4.87933	23.08983	26.85336
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	19.98771	26.06308	15.92626	5.67563	23.88613	27.64965	0.0	0.0	0.0	0.0	0.0	0.0	19.2919	25.36726	15.23045	4.97981	23.19031	26.95384	0.0	0.0	0.0	0.0	0.0	0.0	46.61323	52.6886	42.55179	32.30115	50.51165	54.27518	21.58585	27.66122	17.52441	7.27377	25.48427	29.2478
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	22.88905	28.96442	18.82761	8.57697	26.78747	30.551	20.12992	26.20529	16.06848	5.81784	24.02834	27.79186	30.9927	37.06806	26.93125	16.68061	34.89111	38.65464	20.86582	26.94118	16.80437	6.55373	24.76423	28.52776	23.91647	29.99184	19.85503	9.60439	27.81489	31.57841	23.27447	29.34983	19.21302	8.96239	27.17288	30.93641
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	20.62611	26.70147	16.56466	6.31402	24.52452	28.28805	0.0	0.0	0.0	0.0	0.0	0.0	19.5102	25.58557	15.44876	5.19812	23.40862	27.17215	19.33102	25.40639	15.26958	5.01894	23.22944	26.99297	28.27735	34.35272	24.21591	13.96527	32.17577	35.9393	201.47715	207.55252	197.41571	187.16507	205.37557	209.1391
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	9.22394	6.14435	6.47365	151.40881	183.76298	476.81862	6.32525	3.24566	3.57496	148.51012	180.86429	473.91993	9.78426	6.70466	7.03397	151.96913	184.32329	477.37893	16.77269	13.6931	14.0224	158.95756	191.31173	484.36737	8.78366	5.70407	6.03337	150.96853	183.3227	476.37834	9.05337	5.97378	6.30308	151.23824	183.59241	476.64805
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	4.82267	1.74308	2.07238	147.00754	179.36171	472.41735	10.31357	7.23398	7.56328	152.49844	184.85261	477.90825	7.16713	4.08753	4.41684	149.352	181.70616	474.7618	4.60833	1.52874	1.85804	146.7932	179.14737	472.20301	5.2936	2.21401	2.54331	147.47847	179.83264	472.88828	7.07339	3.9938	4.3231	149.25826	181.61243	474.66807
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	30.30402	6.43354	0.0	77.91885	24.16098	37.79428	27.40533	3.53485	0.0	75.02016	21.26229	34.89559	30.86434	6.99385	0.0	78.47917	24.72129	38.35459	37.85277	13.98229	0.0	85.4676	31.70973	45.34303	29.86374	5.99326	0.0	77.47857	23.7207	37.354	30.13345	6.26297	0.0	77.74828	23.99041	37.62371
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	1034.52277	0.0	1033.82696	0.0	1061.1483	1036.12092	433.58508	0.0	432.88927	0.0	460.21061	435.18323	1422.72831	0.0	1422.0325	0.0	1449.35384	1424.32646	2044.76436	0.0	2044.06854	0.0	2071.38988	2046.3625	2249.24952	0.0	2248.55371	0.0	2275.87505	2250.84767	1915.39531	0.0	1914.6995	0.0	1942.02084	1916.99346
CPI-SS025CAD24A	BMP10_KIR2DL3	simple:O95393	simple:P43628	BMP10	KIR2DL3	True	False	True	IMEx,IntAct	False	1.01668	0.0	0.32087	0.0	27.6422	2.61482	1.21007	0.0	0.51426	0.0	27.8356	2.80822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92933	0.0	0.23352	0.0	27.55486	2.52748
CPI-SS079FD6EC6	GAST_KIR2DL3	simple:P01350	simple:P43628	GAST	KIR2DL3	True	False	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88791	0.0	0.1921	0.0	27.51344	2.48606
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	HLA-C	TSHB	True	True	False	InnateDB-All	False	0.0	1034.13001	0.0	0.0	0.0	1034.17484	0.0	433.19232	0.0	0.0	0.0	433.23715	0.0	1422.33555	0.0	0.0	0.0	1422.38038	0.0	2044.37159	0.0	0.0	0.0	2044.41642	0.0	2248.85676	0.0	0.0	0.0	2248.90159	0.0	1915.00255	0.0	0.0	0.0	1915.04738
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	1033.97344	0.0	1033.78381	0.0	1072.05022	1034.74712	433.03575	0.0	432.84612	0.0	471.11253	433.80943	1422.17898	0.0	1421.98935	0.0	1460.25576	1422.95267	2044.21502	0.0	2044.0254	0.0	2082.2918	2044.98871	2248.70018	0.0	2248.51056	0.0	2286.77697	2249.47387	1914.84597	0.0	1914.65635	0.0	1952.92276	1915.61966
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	2.39995	0.84919	1.51038	0.896	3.18361	2.45315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.32246	13.7717	14.43288	13.81851	16.10612	15.37566	0.0	0.0	0.0	0.0	0.0	0.0	2.4474	0.89664	1.55782	0.94344	3.23106	2.5006
CPI-SS00E3EB9FE	CNR2_ADIPOQ	simple:P34972	simple:Q15848	CNR2	ADIPOQ	True	True	False	IMEx,IntAct	False	93.42981	91.87905	92.54023	91.92586	94.21347	93.48301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46597	0.91522	1.5764	0.96202	3.24964	2.51918	0.0	0.0	0.0	0.0	0.0	0.0	3.92274	2.37198	3.03316	2.41879	4.7064	3.97594
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	LAMP1	VSTM1	True	True	True	IMEx,IntAct	False	1.15435	0.0	0.0	9.88559	0.0	1.05327	4.06208	0.0	0.0	12.79332	0.0	3.961	10.14411	0.0	0.0	18.87535	0.0	10.04303	6.25883	0.0	0.0	14.99006	0.0	6.15775	1.90532	0.0	0.0	10.63655	0.0	1.80424	2.98227	0.0	0.0	11.71351	0.0	2.88119
CPI-SS0D26F639E	KIR2DL3_CXCL9	simple:P43628	simple:Q07325	KIR2DL3	CXCL9	True	True	False	IMEx,IntAct	False	0.87505	35.90792	16.85568	97.40403	0.88698	2.02147	0.0	0.0	0.0	0.0	0.0	0.0	0.17924	35.2121	16.15987	96.70822	0.19117	1.32566	0.0	0.0	0.0	0.0	0.0	0.0	27.50058	62.53344	43.48121	124.02956	27.51251	28.647	2.4732	37.50606	18.45383	99.00218	2.48513	3.61962
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	12.94773	47.9806	28.92836	109.47671	12.95966	14.09416	2.10572	37.13858	18.08635	98.6347	2.11764	3.25214	0.0954	35.12826	16.07603	96.62438	0.10733	1.24182	0.07424	35.1071	16.05487	96.60322	0.08617	1.22066	81.53714	116.57001	97.51777	178.06612	81.54907	82.68356	104.02265	139.05552	120.00328	200.55163	104.03458	105.16907
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.38106	35.41392	16.36169	96.91004	0.39299	1.52748	12.82402	47.85688	28.80465	109.353	12.83595	13.97044	4.7188	39.75167	20.69943	101.24778	4.73073	5.86522	0.0	0.0	0.0	0.0	0.0	0.0	4.3047	39.33756	20.28533	100.83368	4.31663	5.45112	10.61428	45.64714	26.59491	107.14326	10.62621	11.7607
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	FCGR2A	CXCL9	True	True	False	IMEx,IntAct	False	2.24544	37.2783	18.22607	98.77442	2.25737	3.39186	0.78203	35.81489	16.76266	97.31101	0.79396	1.92845	12.30948	47.34234	28.29011	108.83846	12.32141	13.4559	330.57172	365.60459	346.55235	427.1007	330.58365	331.71814	1.07634	36.1092	17.05697	97.60532	1.08827	2.22276	2.04735	37.08021	18.02798	98.57633	2.05928	3.19377
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	PDCD1	CD274	False	True	True	curated	False	3.27371	6.80035	5.2326	10.96676	1.79885	5.77282	0.0	0.0	0.0	0.0	0.0	0.0	2.15781	5.68444	4.11669	9.85086	0.68294	4.65692	1.97863	5.50527	3.93752	9.67168	0.50376	4.47774	10.92496	14.4516	12.88385	18.61801	9.4501	13.42407	184.12476	187.6514	186.08365	191.81781	182.64989	186.62387
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	8.54838	12.07501	10.50726	16.24142	7.07351	11.04749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98325	11.50989	9.94214	15.6763	6.50839	10.48237	2.87802	6.40466	4.83691	10.57107	1.40316	5.37713	7.56304	11.08968	9.52193	15.25609	6.08817	10.06215
CPI-SS0F5B6B186	PDCD1_PDCD1LG2	simple:Q15116	simple:Q9BQ51	PDCD1	PDCD1LG2	True	True	True	curated	False	1.53394	8.58872	2.47035	11.69502	0.0	3.09929	0.0	0.0	0.0	0.0	0.0	0.0	0.41803	7.47281	1.35445	10.57911	0.0	1.98339	0.23885	7.29364	1.17527	10.39994	0.0	1.80421	9.18518	16.23997	10.1216	19.34627	0.0	10.75054	182.38498	189.43976	183.3214	192.54607	0.0	183.95034
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	EGFR	CNTF	True	True	False	InnateDB-All	False	0.52648	0.25572	0.0	0.0	0.0	0.79039	19.38771	19.11695	0.0	0.0	0.0	19.65162	1.30185	1.03109	0.0	0.0	0.0	1.56576	0.35736	0.0866	0.0	0.0	0.0	0.62126	1.06026	0.78949	0.0	0.0	0.0	1.32416	0.40516	0.13439	0.0	0.0	0.0	0.66906
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	EGFR	NRG1	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0.62415	4.05614	0.0	5.34491	0.0	0.83879	19.48538	22.91737	0.0	24.20614	0.0	19.70002	1.39952	4.83151	0.0	6.12028	0.0	1.61416	0.45502	3.88702	0.0	5.17578	0.0	0.66966	1.15792	4.58991	0.0	5.87868	0.0	1.37256	0.50282	3.93481	0.0	5.22358	0.0	0.71746
CPI-SS076BC3BA6	HLA-DPB1_NRG1	simple:HLADPB1	simple:Q02297	HLA-DPB1	NRG1	True	True	True	InnateDB-All	False	352.17396	355.60595	0.0	356.89472	0.0	352.3886	9.74723	13.17923	0.0	14.46799	0.0	9.96187	36.5288	39.96079	0.0	41.24956	0.0	36.74343	576.31688	579.74888	0.0	581.03764	0.0	576.53152	24.19094	27.62293	0.0	28.9117	0.0	24.40558	67.12361	70.5556	0.0	71.84437	0.0	67.33825
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	EGF	NRG1	True	False	True	I2D	False	1.04069	4.47268	0.0	5.76145	0.0	1.25533	0.69228	4.12427	0.0	5.41304	0.0	0.90692	0.67121	4.1032	0.0	5.39197	0.0	0.88585	0.60915	4.04114	0.0	5.32991	0.0	0.82379	0.55352	3.98551	0.0	5.27428	0.0	0.76816	0.86142	4.29341	0.0	5.58218	0.0	1.07606
